time,area,weather,max_temperature,min_temperature,aqi,aqiLevel,wind_direction,wind_power,aqiInfo
20220104,新吴,多云-中雨,12,7,96,2,东风,3级,良
20220105,新吴,大雨-多云,7,3,35,1,东北风,4级,优
20220106,新吴,多云,8,2,37,1,东北风,3级,优
20220107,新吴,多云,10,0,58,2,东北风,2级,良
20220108,新吴,多云,8,4,55,2,东北风,2级,良
20220109,新吴,多云,7,1,97,2,西南风,2级,良
20220110,新吴,多云,7,1,155,4,西北风,2级,中度
20220111,新吴,多云,6,-3,79,2,北风,3级,良
20220112,新吴,多云,8,0,72,2,东南风,2级,良
20220113,新吴,多云,5,-4,99,2,西北风,3级,良
20220114,新吴,多云,5,0,61,2,东南风,2级,良
20220115,新吴,多云,11,2,105,3,西风,2级,轻度
20220116,新吴,多云,10,3,129,3,东北风,3级,轻度
20220117,新吴,多云,11,3,67,2,东风,2级,良
20220118,新吴,多云,11,2,61,2,东南风,2级,良
20220119,新吴,多云,12,2,93,2,东北风,2级,良
20220120,新吴,多云,7,2,62,2,东北风,3级,良
20220121,新吴,多云-小雨,8,6,37,1,东风,3级,优
20220122,新吴,中雨,10,7,40,1,东风,3级,优
20220123,新吴,中雨-小雨,9,5,27,1,东北风,3级,优
20220124,新吴,多云-小雨,7,4,85,2,东北风,3级,良
20220125,新吴,多云-小雨,6,4,123,3,东北风,2级,轻度
20220126,新吴,中雨,6,5,74,2,东北风,3级,良
20220127,新吴,小雨,6,2,61,2,东北风,3级,良
20220128,新吴,小雨-雨夹雪,5,1,33,1,东北风,3级,优
20220129,新吴,多云-小雪,4,1,44,1,东北风,3级,优
20220130,新吴,多云,7,-2,51,2,西北风,3级,良
20220131,新吴,多云,8,1,99,2,西南风,2级,良
20220201,新吴,多云-雨夹雪,7,1,123,3,东北风,3级,轻度
20220202,新吴,小雨-雨夹雪,5,1,39,1,东北风,3级,优
20220203,新吴,小雨,5,0,31,1,东北风,3级,优
20220204,新吴,雾-多云,8,-1,39,1,西北风,2级,优
20220205,新吴,多云,7,-2,58,2,东北风,3级,良
20220206,新吴,多云-雨夹雪,6,1,31,1,东北风,2级,优
20220207,新吴,雨夹雪-小雨,3,0,20,1,东北风,3级,优
20220208,新吴,雾-多云,7,0,33,1,东北风,2级,优
20220209,新吴,小雨-多云,5,3,29,1,东北风,2级,优
20220210,新吴,多云,9,3,58,2,东北风,2级,良
20220211,新吴,小雨,6,4,59,2,东风,3级,良
20220212,新吴,雾-多云,9,5,60,2,东北风,2级,良
20220213,新吴,多云,8,0,84,2,东北风,2级,良
20220214,新吴,多云,10,3,88,2,西北风,2级,良
20220215,新吴,多云-阴,5,1,87,2,东北风,3级,良
20220216,新吴,多云,8,2,51,2,东北风,3级,良
20220217,新吴,多云-雨夹雪,4,1,34,1,东北风,4级,优
20220218,新吴,小雨,6,3,27,1,东北风,3级,优
20220219,新吴,多云,5,-3,41,1,北风,3级,优
20220220,新吴,多云,5,-2,36,1,北风,3级,优
20220221,新吴,多云,8,0,54,2,东南风,2级,良
20220222,新吴,多云-雨夹雪,9,1,87,2,东北风,2级,良
20220223,新吴,阴-多云,8,-3,47,1,东北风,3级,优
20220224,新吴,多云,10,-1,50,1,东风,2级,优
20220225,新吴,多云,14,1,41,1,东南风,3级,优
20220226,新吴,多云,17,2,58,2,西南风,2级,良
20220227,新吴,多云-小雨,16,8,77,2,东南风,3级,良
20220228,新吴,多云-中雨,22,12,76,2,东南风,2级,良
20220301,新吴,多云,18,4,107,3,西北风,3级,轻度
20220302,新吴,多云,16,4,94,2,西南风,2级,良
20220303,新吴,多云-中雨,21,10,111,3,东南风,2级,轻度
20220304,新吴,多云,21,7,64,2,西南风,2级,良
20220305,新吴,多云,16,5,103,3,东北风,3级,轻度
20220306,新吴,阴-小雨,12,6,54,2,东风,3级,良
20220307,新吴,多云,15,6,48,1,西南风,2级,优
20220308,新吴,晴-多云,20,7,53,2,南风,2级,良
20220309,新吴,多云,21,10,69,2,东南风,3级,良
20220310,新吴,多云,22,13,67,2,东南风,3级,良
20220311,新吴,多云,27,13,78,2,东风,2级,良
20220312,新吴,多云-中雨,28,17,70,2,东南风,3级,良
20220313,新吴,多云,26,15,68,2,南风,2级,良
20220314,新吴,多云,25,8,87,2,东北风,3级,良
20220315,新吴,多云,22,12,64,2,东南风,3级,良
20220316,新吴,多云-中雨,28,15,79,2,东南风,2级,良
20220317,新吴,大雨-小雨,13,7,25,1,东北风,4级,优
20220318,新吴,小雨-多云,10,6,45,1,西北风,3级,优
20220319,新吴,多云-小雨,12,6,75,2,东北风,3级,良
20220320,新吴,大雨,8,6,33,1,东北风,3级,优
20220321,新吴,大雨-中雨,7,6,22,1,东北风,4级,优
20220322,新吴,多云-小雨,11,6,33,1,东北风,3级,优
20220323,新吴,雾-多云,15,5,49,1,西南风,2级,优
20220324,新吴,多云-中雨,19,13,57,2,东南风,4级,良
20220325,新吴,大雨-多云,18,12,25,1,南风,4级,优
20220326,新吴,多云,17,9,40,1,西北风,3级,优
20220327,新吴,多云,18,8,70,2,北风,2级,良
